error,extraction_rule_id,safir_field_id,mask,definition,ruleset_id
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",9f796a18-be2e-4161-9aca-dc4d297d472d,RF78,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""78'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",e29d0dac-0c9c-4d99-affb-55b58f718a5e,RF79,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""79'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",7e6f0f7a-dbba-494f-a868-a533fb2a2865,RFA,CFU,"{'""substract'"": [{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes réelles et mixtes'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""sum'"": [{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""013'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""70'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""73'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""731'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""74'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""75'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""76'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""77'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""78'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""79'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}]}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",2be3a7fb-03e0-425c-8e92-68c26f869079,RRF,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes réelles et mixtes'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",817a4e7d-278d-48cc-ab47-8a5e0d718428,ROF,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes d’ordre (3)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",0b3f2de8-716b-4fe7-ad57-29bad47ac693,R002,CFU,"{'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""002 Excédent de fonctionnement reporté de N-1'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",7b4dc3b6-4381-49d0-bacc-59d4f8c299aa,RFC,CFU,"{'""sum'"": [{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes réelles et mixtes'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes d’ordre (3)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""002 Excédent de fonctionnement reporté de N-1'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",cdc43745-29d3-4206-8b36-a0b36247e7ef,DI10,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""10'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",c7f14097-2385-4c70-a97a-5da9629c13b0,DI13,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""13'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",3ae7e472-1bce-4096-82ae-d17a7c4a4a73,DI16,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""16'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",fd7d306c-8be2-4da9-8a57-06b2d00c6a65,DI18,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""18'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",4f246f81-a7f5-4363-b00f-3ee92171004c,DI20,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""20'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",29ee385c-75c5-4ea4-81fd-1f4a5f11a670,DI204,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""204'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",0a801846-bfa6-4a54-a0d3-c045144c97b3,RI21,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""21'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",767610c4-849b-439a-9463-4fe0ade88de5,RI22,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""22'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",e270d2c5-01de-4ad5-ad16-772ab03fe362,RI23,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""23'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",1494ad7c-2e8f-48c5-b034-1b9d7984162a,DI21,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""21'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",1c1f042d-fe07-44f9-860f-76376cca9936,DI22,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""22'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",2bd6e74b-0a46-4193-85d2-11bb40789498,DI23,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""23'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",ecd73dc9-c3b2-4d4a-a3f0-79b8e78babed,DIOPE,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""'"", '""Total des opérations d’équipement (2)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",0f0706d4-b180-4730-ac09-86cb03c24251,DIEQU,CFU,"{'""non_extractable'"": null}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",49ed1180-e4b2-4d58-ba8d-91018d03a0c5,DI26,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""26'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",d84bb261-136e-422f-9876-d81e24b46ad5,DI27,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""27'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",546841cc-10f1-487d-b034-0d6bb87435cb,DI45,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""45'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",9f091b1f-353f-47ce-ae42-5db337323c68,DIA,CFU,"{'""substract'"": [{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses réelles d’investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""sum'"": [{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""10'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""13'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""16'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""18'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""20'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""204'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""21'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""22'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""23'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""'"", '""Total des opérations d’équipement (2)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""26'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""27'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""45'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}]}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",f16e9d27-9f55-453a-9095-df952eaa84b8,DRI,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses réelles d’investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",3fc442ef-00ca-482a-ac52-6e382730e165,DOI,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses d’ordre en investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",30132082-1126-45ce-a0e9-ada58a233ae9,D001,CFU,"{'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""001 Solde d’exécution négatif reporté'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",12427a0f-6ebc-4c4c-b17d-811a4df982fa,DIC,CFU,"{'""sum'"": [{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses réelles d’investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses d’ordre en investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""001 Solde d’exécution négatif reporté'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",75527062-b2c9-4a39-b944-7a68177a56ac,RI10,CFU,"{'""substract'"": [{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""10'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations nettes (d=b-c)'"", '""identifiers'"": ['""1068'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue détaillée'""]}}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",f18c90a7-b762-4c70-b86d-34f4d6927529,RI13,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""13'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",3d5f36a6-40ba-4f11-b8ee-67c8b3f87682,RI16,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""16'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",f595dadf-fc3f-4e93-a65a-3ab7f1a42291,RI18,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""18'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",de4614a0-1bdd-4608-93d7-15f4f1cd4d7c,RI20,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""20'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",d4c5b006-a0cc-4987-baf8-83162ffa3965,RI204,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""204'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",dedeb07d-ea8e-4685-a7d6-87174276762c,RI26,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""26'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",1b576d62-63bd-436d-9418-fb354bd8bc40,RI27,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""27'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",0a7bb012-316a-429a-8d7f-a3278c6ce8b7,RI45,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""45'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
